Code,Name,Close,MA120,Ratio,Prev_Close,Prev_MA120,Compare_Price
207940,삼성바이오로직스,1634000.0,1125858.33,45.13,1641000.0,1120733.33,1649000.0
068270,셀트리온,187400.0,175066.67,7.04,183300.0,174845.0,185800.0
010130,고려아연,1416000.0,960600.0,47.41,1359000.0,955366.67,1368000.0
196170,알테오젠,464500.0,462775.0,0.37,456500.0,462116.67,542000.0
003670,포스코퓨처엠,220000.0,162720.83,35.2,206000.0,161914.17,209000.0
033780,KT&G,140750.0,136155.42,3.37,143000.0,136009.17,143500.0
006800,미래에셋증권,21800.0,21283.17,2.43,21850.0,21260.33,21900.0
352820,하이브,289500.0,287412.5,0.73,290000.0,287466.67,292000.0
259960,크래프톤,246500.0,311695.83,-20.92,247500.0,312695.83,252000.0
042700,한미반도체,119400.0,105019.58,13.69,119100.0,104747.92,121700.0
047810,한국항공우주,109500.0,98213.33,11.49,106200.0,98115.0,107000.0
326030,SK바이오팜,134400.0,107324.17,25.23,134000.0,106956.67,137900.0
298380,에이비엘바이오,188800.0,99952.5,88.89,190600.0,98998.33,196800.0
007660,이수페타시스,140750.0,79770.42,76.44,135200.0,78966.67,135300.0
003230,삼양식품,1304000.0,1407266.67,-7.34,1297000.0,1406366.67,1346000.0
000100,유한양행,116400.0,115835.0,0.49,117300.0,115752.5,121900.0
005830,DB손해보험,121700.0,131311.67,-7.32,125200.0,131238.33,127200.0
090430,아모레퍼시픽,123100.0,126716.67,-2.85,124300.0,126793.33,125400.0
141080,리가켐바이오,183300.0,146374.17,25.23,185500.0,145754.17,195800.0
377300,카카오페이,48700.0,59689.58,-18.41,48500.0,59787.08,49150.0
950160,코오롱티슈진,78200.0,46674.17,67.54,80000.0,46329.58,87300.0
087010,펩트론,269000.0,277284.17,-2.99,285000.0,276594.17,317500.0
029780,삼성카드,53800.0,51524.58,4.42,54200.0,51486.25,54700.0
088980,맥쿼리인프라,11660.0,11498.75,1.4,11650.0,11499.17,11690.0
128940,한미약품,422500.0,341766.67,23.62,426000.0,340737.5,451000.0
066970,엘앤에프,132200.0,85060.83,55.42,123400.0,84372.5,128100.0
058470,리노공업,64800.0,52415.0,23.63,65400.0,52273.75,66600.0
000250,삼천당제약,204500.0,198588.33,2.98,216000.0,198229.17,225000.0
450080,에코프로머티,63100.0,53898.33,17.07,60000.0,53735.0,60200.0
251270,넷마블,48900.0,58643.33,-16.61,50700.0,58720.0,53800.0
051900,LG생활건강,271000.0,301283.33,-10.05,272500.0,301812.5,276000.0
271560,오리온,104600.0,107645.83,-2.83,104100.0,107702.5,106000.0
310210,보로노이,223500.0,156772.5,42.56,238000.0,155708.33,239000.0
214370,케어젠,72800.0,55642.5,30.84,72900.0,55310.83,81900.0
035250,강원랜드,17870.0,18185.92,-1.74,17920.0,18181.83,18060.0
214150,클래시스,55000.0,54823.33,0.32,55300.0,54865.0,58900.0
031210,서울보증보험,49650.0,46685.42,6.35,50000.0,46612.5,50500.0
068760,셀트리온제약,62800.0,55827.92,12.49,62000.0,55721.25,63400.0
145020,휴젤,220500.0,302962.5,-27.22,223000.0,304091.67,236000.0
004370,농심,435500.0,420733.33,3.51,431500.0,420370.83,436000.0
000240,한국앤컴퍼니,27950.0,23694.25,17.96,28150.0,23614.5,28200.0
014680,한솔케미칼,234000.0,193407.5,20.99,231500.0,192697.5,248000.0
257720,실리콘투,42000.0,47380.42,-11.36,41850.0,47481.25,43900.0
403870,HPSP,30200.0,29547.5,2.21,30300.0,29526.25,31300.0
008930,한미사이언스,36900.0,41540.42,-11.17,36950.0,41547.08,38700.0
009420,한올바이오파마,48350.0,33335.0,45.04,51100.0,33150.83,55200.0
353200,대덕전자,48300.0,29368.92,64.46,48200.0,29096.33,48300.0
041510,에스엠,102200.0,128082.5,-20.21,104400.0,128333.33,107400.0
226950,올릭스,116000.0,79050.0,46.74,119600.0,78446.25,136000.0
095340,ISC,107400.0,71420.83,50.38,109500.0,70967.5,111100.0
003690,코리안리,11220.0,10913.75,2.81,11260.0,10903.08,11600.0
002790,아모레퍼시픽홀딩스,27450.0,28418.33,-3.41,27950.0,28422.08,28350.0
357780,솔브레인,274500.0,238650.0,15.02,271500.0,237754.17,295500.0
489790,한화비전,42150.0,53041.67,-20.53,41550.0,53116.25,44150.0
039200,오스코텍,54000.0,39737.08,35.89,56900.0,39520.83,60600.0
069960,현대백화점,89600.0,80743.33,10.97,94200.0,80580.0,97200.0
005290,동진쎄미켐,38900.0,34915.0,11.41,36850.0,34839.17,40150.0
020150,롯데에너지머티리얼즈,37550.0,27117.5,38.47,40150.0,26996.25,42100.0
