Code,Name,Close,MA195,Ratio,Prev_Close,Prev_MA195
139480,이마트,89600.0,82682.05,8.37,82200.0,82618.97
006040,동원산업,44200.0,43997.69,0.46,43400.0,43953.85
282330,BGF리테일,112100.0,110695.38,1.27,110100.0,110644.1
033500,동성화인텍,27400.0,27029.49,1.37,26500.0,27007.69
008730,율촌화학,30150.0,30108.72,0.14,30100.0,30104.36
095660,네오위즈,25500.0,24240.26,5.2,24050.0,24219.49
018310,삼목에스폼,21150.0,20874.51,1.32,20700.0,20870.92
001790,대한제당,3060.0,2955.31,3.54,2920.0,2953.28
337930,젝시믹스,5940.0,5658.62,4.97,5490.0,5663.38
322510,제이엘케이,6480.0,6151.38,5.34,5980.0,6161.28
474170,루미르,8550.0,8394.82,1.85,8060.0,8408.46
011280,태림포장,2040.0,2022.48,0.87,1969.0,2023.25
451760,컨텍,9270.0,9159.69,1.2,8620.0,9170.56
293580,나우IB,1436.0,1301.25,10.36,1239.0,1299.96
443250,레뷰코퍼레이션,12000.0,11531.54,4.06,11010.0,11538.1
038460,바이오스마트,3970.0,3142.69,26.32,3055.0,3137.72
311320,지오엘리먼트,7060.0,6877.95,2.65,6400.0,6881.44
007590,동방아그로,6170.0,6163.18,0.11,6140.0,6162.82
003310,대주산업,2200.0,1808.4,21.65,1693.0,1804.71
037760,쎄니트,1672.0,1651.83,1.22,1640.0,1650.34
023960,에쓰씨엔지니어링,1304.0,1261.02,3.41,1260.0,1261.24
306040,에스제이그룹,4930.0,4073.1,21.04,3795.0,4071.72
019770,서연탑메탈,3795.0,3790.15,0.13,3780.0,3789.77
006920,모헨즈,3840.0,3229.03,18.92,3060.0,3225.74
002870,신풍,1152.0,1146.69,0.46,1146.0,1146.74
354390,바스칸바이오제약,4875.0,4798.82,1.59,4655.0,4798.38
089230,THE E&M,1039.0,1019.08,1.96,1007.0,1018.36
001685,대상우,17010.0,17005.28,0.03,16970.0,17007.9
322970,무진메디,2200.0,2137.86,2.91,2070.0,2137.99
001795,대한제당우,2725.0,2547.38,6.97,2515.0,2545.0
026910,광진실업,2605.0,2599.7,0.2,2570.0,2596.14
208850,이비테크,5200.0,5132.33,1.32,5070.0,5131.82
493790,유안타제17호스팩,2005.0,1997.78,0.36,1997.0,1997.65
178600,대동고려삼,2280.0,2278.45,0.07,2275.0,2281.12
26490K,크라운제과우,10020.0,9799.79,2.25,9770.0,9797.13
103660,씨앗,1099.0,1041.42,5.53,999.0,1042.45
448780,마이크로엔엑스,2355.0,2237.49,5.25,2140.0,2236.69
36328K,티와이홀딩스우,4850.0,4838.87,0.23,4710.0,4834.21
217910,에스제이켐,399.0,377.31,5.75,366.0,377.57
012205,계양전기우,3400.0,3364.69,1.05,3255.0,3366.54
