Code,Name,Close,MA10,Ratio,Prev_Close,Prev_MA10
033780,KT&G,142900.0,142570.0,0.23,141600.0,142630.0
005830,DB손해보험,123900.0,123610.0,0.23,122800.0,123940.0
090430,아모레퍼시픽,123200.0,123130.0,0.06,121800.0,123350.0
021240,코웨이,89400.0,86930.0,2.84,86200.0,86610.0
138930,BNK금융지주,15500.0,15480.0,0.13,15260.0,15460.0
111770,영원무역,93500.0,90620.0,3.18,90000.0,90150.0
051900,LG생활건강,269000.0,268850.0,0.06,263000.0,269550.0
347850,디앤디파마텍,92200.0,90570.0,1.8,87700.0,90670.0
001450,현대해상,29800.0,29730.0,0.24,29450.0,29750.0
139130,iM금융지주,14430.0,14408.0,0.15,14220.0,14405.0
018670,SK가스,243500.0,240350.0,1.31,238500.0,239700.0
000120,CJ대한통운,96900.0,96320.0,0.6,95300.0,95960.0
006040,동원산업,44200.0,43495.0,1.62,43400.0,43470.0
282330,BGF리테일,112100.0,110810.0,1.16,110100.0,110570.0
007070,GS리테일,22550.0,22400.0,0.67,21950.0,22330.0
195940,HK이노엔,52700.0,52090.0,1.17,51600.0,52090.0
007390,네이처셀,22700.0,22380.0,1.43,22250.0,22405.0
285130,SK케미칼,76700.0,71440.0,7.36,69700.0,70920.0
078600,대주전자재료,75800.0,75730.0,0.09,75600.0,75710.0
137400,피엔티,42500.0,42315.0,0.44,42100.0,42225.0
287840,인투셀,66700.0,65910.0,1.2,64400.0,65800.0
036620,감성코퍼레이션,6680.0,6583.0,1.47,6290.0,6533.0
002960,한국쉘석유,461500.0,460300.0,0.26,455000.0,460550.0
095660,네오위즈,25500.0,25415.0,0.33,24050.0,25465.0
089010,켐트로닉스,31450.0,31395.0,0.18,31200.0,31315.0
000070,삼양홀딩스,62000.0,61710.0,0.47,61500.0,61530.0
099190,아이센스,16820.0,16521.0,1.81,16030.0,16605.0
031430,신세계인터내셔날,11140.0,11047.0,0.84,10910.0,10977.0
001940,KISCO홀딩스,26650.0,26160.0,1.87,26050.0,26150.0
018250,애경산업,13720.0,13700.0,0.15,13630.0,13701.0
005090,SGC에너지,24050.0,23950.0,0.42,23800.0,23880.0
017860,DS단석,19580.0,19517.0,0.32,19270.0,19541.0
241590,화승엔터프라이즈,5010.0,4997.5,0.25,4945.0,4995.0
078520,에이블씨엔씨,11650.0,9952.0,17.06,9130.0,9747.0
035150,백산,13490.0,13401.0,0.66,13310.0,13342.0
900290,GRT,3245.0,3200.0,1.41,3150.0,3165.0
114840,아이패밀리에스씨,15050.0,14973.0,0.51,14850.0,14958.0
226320,잇츠한불,11810.0,11804.0,0.05,11720.0,11783.0
237880,클리오,13550.0,13439.0,0.83,13310.0,13449.0
035510,신세계 I&C,17270.0,16534.0,4.45,15900.0,16455.0
036560,KZ정밀,15280.0,14835.0,3.0,14770.0,14806.0
000480,CR홀딩스,5060.0,5039.0,0.42,5030.0,5031.5
003610,방림,5950.0,5902.0,0.81,5880.0,5891.0
473980,노머스,21700.0,20910.0,3.78,20550.0,20925.0
123410,코리아에프티,8500.0,8376.0,1.48,8250.0,8288.0
000540,흥국화재,3650.0,3632.5,0.48,3635.0,3636.0
234080,JW생명과학,14350.0,14113.0,1.68,13970.0,14183.0
016580,환인제약,11650.0,11634.0,0.14,11620.0,11625.0
214420,토니모리,8810.0,8754.0,0.64,8690.0,8702.0
119610,인터로조,17310.0,17038.0,1.6,16830.0,17059.0
001780,알루코,2015.0,2000.7,0.71,2000.0,2000.2
230240,에치에프알,12520.0,12494.0,0.21,12430.0,12496.0
229500,노브메타파마,13820.0,13682.0,1.01,13610.0,13730.0
214390,경보제약,6250.0,5987.0,4.39,5890.0,5967.0
192440,슈피겐코리아,24200.0,24080.0,0.5,23850.0,23975.0
063570,NICE인프라,4340.0,4327.0,0.3,4315.0,4320.0
475230,엔알비,13820.0,13389.0,3.22,13210.0,13296.0
