Code,Name,Close,MA100,Ratio,Prev_Close,Prev_MA100
272210,한화시스템,54700.0,53784.5,1.7,53100.0,53794.5
282330,BGF리테일,112100.0,111225.0,0.79,110100.0,111314.0
204270,제이앤티씨,22200.0,21139.1,5.02,20650.0,21088.7
005180,빙그레,74800.0,74766.0,0.05,74800.0,74886.0
268280,미원에스씨,140500.0,140202.0,0.21,140100.0,140335.0
095660,네오위즈,25500.0,24992.0,2.03,24050.0,24983.5
000070,삼양홀딩스,62000.0,61959.82,0.06,61500.0,61971.75
475560,더본코리아,26050.0,25686.5,1.42,25700.0,25704.0
051500,CJ프레시웨이,28100.0,27772.0,1.18,27400.0,27782.5
078520,에이블씨엔씨,11650.0,10733.8,8.54,9130.0,10711.7
036560,KZ정밀,15280.0,14906.7,2.5,14770.0,14882.6
032620,유비케어,4025.0,3946.35,1.99,3940.0,3946.05
234690,녹십자웰빙,9590.0,9459.1,1.38,9430.0,9458.5
122990,와이솔,5930.0,5886.7,0.74,5880.0,5893.0
014710,사조씨푸드,9010.0,8632.9,4.37,8620.0,8625.8
192440,슈피겐코리아,24200.0,23994.5,0.86,23850.0,24036.5
003480,한진중공업홀딩스,5020.0,4972.0,0.97,4950.0,4978.0
474170,루미르,8540.0,8191.3,4.26,8060.0,8180.9
067990,도이치모터스,4790.0,4730.3,1.26,4725.0,4730.2
443250,레뷰코퍼레이션,11940.0,11057.3,7.98,11010.0,11062.7
311690,CJ 바이오사이언스,9780.0,9631.7,1.54,9200.0,9641.7
026150,특수건설,6560.0,6269.7,4.63,6270.0,6278.1
417010,나노팀,5000.0,4964.2,0.72,4910.0,4968.4
012860,모베이스전자,1379.0,1375.87,0.23,1371.0,1377.05
307930,컴퍼니케이,6180.0,6133.1,0.76,6090.0,6133.0
002700,신일전자,1340.0,1335.83,0.31,1336.0,1337.32
311320,지오엘리먼트,7060.0,6781.4,4.11,6400.0,6777.8
478560,블랙야크아이앤씨,3750.0,3716.35,0.91,3710.0,3714.7
111380,동인기연,14110.0,14061.1,0.35,14030.0,14081.2
317690,퀀타매트릭스,4425.0,4334.65,2.08,4280.0,4341.9
376930,노을,2270.0,2261.8,0.36,2200.0,2258.22
012790,신일제약,6260.0,6195.4,1.04,6160.0,6201.1
006370,대구백화점,6400.0,6310.9,1.41,6200.0,6311.5
196300,HLB펩,7200.0,7186.0,0.19,7160.0,7194.7
018500,동원금속,1367.0,1365.11,0.14,1355.0,1365.88
314140,알피바이오,6970.0,6880.7,1.3,6820.0,6872.8
004440,삼일씨엔에스,4805.0,4716.05,1.89,4625.0,4722.2
033130,디지틀조선,1530.0,1514.69,1.01,1505.0,1515.49
039290,인포뱅크,5840.0,5829.7,0.18,5830.0,5834.7
270870,뉴트리,5360.0,5341.0,0.36,5320.0,5349.6
306040,에스제이그룹,4930.0,3900.9,26.38,3795.0,3897.3
099390,브레인즈컴퍼니,5590.0,5509.25,1.47,5170.0,5515.65
195500,마니커에프앤지,2785.0,2783.6,0.05,2770.0,2787.1
006050,국영지앤엠,1296.0,1280.7,1.19,1274.0,1280.86
072990,에이치시티,5900.0,5897.59,0.04,5770.0,5884.76
052460,아이크래프트,2770.0,2714.7,2.04,2650.0,2715.1
006920,모헨즈,3840.0,3106.05,23.63,3060.0,3101.25
290120,DH오토리드,2420.0,2407.1,0.54,2405.0,2410.7
457600,벡트,2970.0,2820.7,5.29,2780.0,2822.9
290270,휴네시온,3980.0,3773.65,5.47,3730.0,3771.3
002820,SUN&L,2695.0,2629.25,2.5,2540.0,2631.3
317120,라닉스,2010.0,1992.59,0.87,1926.0,1992.46
131180,딜리,966.0,964.93,0.11,940.0,965.91
310870,디와이씨,1373.0,1365.44,0.55,1366.0,1366.54
076610,해성옵틱스,575.0,570.89,0.72,569.0,571.29
094860,네오리진,1083.0,1081.83,0.11,1066.0,1083.34
331920,셀레믹스,2965.0,2960.6,0.15,2930.0,2963.7
344860,이노진,1758.0,1739.63,1.06,1686.0,1742.65
322970,무진메디,2200.0,2099.83,4.77,2070.0,2099.18
169670,코스텍시스템,6310.0,6175.1,2.18,6000.0,6190.7
492220,KB제31호스팩,2010.0,2009.57,0.02,2000.0,2009.62
498390,한화플러스제5호스팩,2005.0,2003.37,0.08,1999.0,2003.37
114920,대주이엔티,2515.0,2418.79,3.98,2365.0,2417.09
475240,하나32호스팩,2115.0,2112.17,0.13,2105.0,2112.42
448780,마이크로엔엑스,2355.0,2213.25,6.4,2140.0,2212.3
005745,크라운해태홀딩스우,8300.0,8278.1,0.26,8160.0,8287.8
014915,성문전자우,4310.0,4306.55,0.08,4290.0,4310.85
