Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3715,1,10,0.27,3710,3740,3690,200565,744329821,287209856045,77310863,KSQ
078520,KR7078520004,에이블씨엔씨,KOSPI,,11040,2,-180,-1.6,11220,11260,10990,395684,4394307380,287196337440,26014161,STK
484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,26350,2,-1300,-4.7,27100,27150,25800,143701,3795038250,286925729700,10889022,KSQ
051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,2580,1,20,0.78,2575,2620,2545,749329,1939518015,286616609220,111091709,KSQ
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,9330,1,320,3.55,9120,9400,9120,280175,2607633850,286097200590,30664223,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,5830,1,10,0.17,5820,5870,5800,24093,140679725,285782419890,49019283,KSQ
010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,2165,2,-70,-3.13,2270,2315,2120,5300578,11565438967,285748953900,131985660,KSQ
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,4040,1,170,4.39,3900,4130,3900,1173318,4750963857,284712443080,70473377,KSQ
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,6260,1,460,7.93,5870,6350,5870,923749,5734752395,284435632520,45437002,KSQ
058820,KR7058820002,CMG제약,KOSDAQ,중견기업부,1917,2,-4,-0.21,1925,1944,1910,434490,833996737,283413464811,147842183,KSQ
061090,KR7061090007,세나테크놀로지,KOSDAQ,중견기업부,50500,1,650,1.3,50500,51600,50100,68410,3474002800,282074012000,5585624,KSQ
006405,KR7006401004,삼성SDI우,KOSPI,,174100,1,1100,0.64,173200,177900,170400,4875,849159350,281675693600,1617896,STK
033530,KR7033530007,SJG세종,KOSPI,,10110,1,1070,11.84,9230,10150,9100,1730305,17081635455,281269915710,27820961,STK
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,16980,1,1050,6.59,16700,17180,16490,289657,4886059870,280262557980,16505451,KSQ
035150,KR7035150002,백산,KOSPI,,13600,1,300,2.26,13200,13690,13200,73572,1001041180,279600591200,20558867,STK
096760,KR7096760004,JW홀딩스,KOSPI,,3780,2,-10,-0.26,3825,3825,3740,51030,191621544,279436280760,73924942,STK
176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,9820,2,-200,-2.0,9700,9940,9490,311070,3002708970,279430260400,28455220,KSQ
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,36400,3,0,0.0,36050,36400,36000,4119,149196000,278956423200,7663638,KSQ
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,14710,1,750,5.37,14030,14770,14030,116827,1702905685,278019000000,18900000,KSQ
378340,KR7378340004,필에너지,KOSDAQ,벤처기업부,12900,1,220,1.74,12810,12970,12750,29328,377690100,276871177800,21462882,KSQ
012210,KR7012210001,삼미금속,KONEX,일반기업부,14000,1,120,0.86,14800,14800,13000,1830,24416180,276732526000,19766609,KNX
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,14730,1,220,1.52,14660,14810,14460,90516,1325152480,276258911040,18754848,KSQ
060720,KR7060720000,KH바텍,KOSDAQ,벤처기업부,11650,1,300,2.64,11360,11840,11360,61831,717103075,275842199300,23677442,KSQ
003220,KR7003220001,대원제약,KOSPI,,12280,1,30,0.24,12330,12330,12220,12909,158307470,275410719240,22427583,STK
452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,33500,1,600,1.82,33300,34000,32700,42162,1403182600,275304541000,8218046,KSQ
005500,KR7005500004,삼진제약,KOSPI,,20600,1,200,0.98,20700,20750,20450,17397,357790500,274392000000,13320000,STK
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,28600,1,900,3.25,27750,28900,27750,20965,597993925,273625723800,9567333,KSQ
255220,KR7255220006,SG,KOSDAQ,중견기업부,2645,2,-25,-0.94,2675,2690,2595,2114666,5589299028,271860997970,102782986,KSQ
002900,KR7002900009,TYM,KOSPI,,6550,3,0,0.0,6550,6640,6430,260033,1701565395,271170000000,41400000,STK
078020,KR7078020005,LS증권,KOSDAQ,우량기업부,4880,1,15,0.31,4860,4930,4840,48865,238935185,270748207200,55481190,KSQ
049070,KR7049070006,인탑스,KOSDAQ,우량기업부,15710,1,510,3.36,15440,15900,15350,45926,719369955,270212000000,17200000,KSQ
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,33700,1,250,0.75,33850,34750,32900,113853,3847568950,269428467000,7994910,KSQ
190510,KR7190510008,나무가,KOSDAQ,우량기업부,18750,1,200,1.08,18610,18900,18410,175591,3273058655,268985156250,14345875,KSQ
001790,KR7001790005,대한제당,KOSPI,,2990,1,5,0.17,2990,3000,2965,360263,1074808928,268192774200,89696580,STK
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,6310,1,200,3.27,6110,6380,6110,338871,2131397885,267804987910,42441361,KSQ
0030R0,KR70030R0007,대신밸류리츠,KOSPI,,4475,2,-25,-0.56,4550,4550,4475,55208,247536226,267515500000,59780000,STK
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,16720,1,270,1.64,16600,16720,16460,31746,527781295,267336698640,15989037,KSQ
006910,KR7006910004,보성파워텍,KOSDAQ,벤처기업부,5420,1,300,5.86,5240,5680,5210,4465305,24428672540,266283646080,49129824,KSQ
236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,36650,2,-150,-0.41,37000,37300,36400,41280,1517348575,265979055450,7257273,KSQ
122900,KR7122900004,아이마켓코리아,KOSPI,,7950,2,-20,-0.25,7960,8000,7930,37974,302149705,265759278000,33428840,STK
001340,KR7001340009,PKC,KOSPI,,5900,1,110,1.9,5830,6020,5830,92722,552198230,265018601300,44918407,STK
293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,9820,2,-300,-2.96,10210,10890,9730,533104,5454803665,263974955200,26881360,KSQ
108670,KR7108670001,LX하우시스,KOSPI,,29400,1,150,0.51,29550,29750,29250,21318,627181700,263649498000,8967670,STK
182400,KR7182400002,엔케이맥스,KOSDAQ,관리종목(소속부없음),3685,0,0,0.0,0,0,0,0,0,263029901475,71378535,KSQ
000680,KR7000680009,LS네트웍스,KOSPI,,3335,1,5,0.15,3360,3390,3325,74901,250622190,262808058360,78803016,STK
200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,6200,1,200,3.33,6230,6530,6160,2007511,12622513050,262644976600,42362093,KSQ
000050,KR7000050005,경방,KOSPI,,9580,1,320,3.46,9170,9900,9030,1126324,10675626550,262638286600,27415270,STK
473980,KR7473980001,노머스,KOSDAQ,기술성장기업부,23800,3,0,0.0,24250,24300,23500,112072,2677377825,261831463600,11001322,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,41300,2,-250,-0.6,41550,43600,39700,636992,26426135800,261590235200,6333904,KSQ
001460,KR7001460005,BYC,KOSPI,,41850,2,-1700,-3.9,43550,43550,41800,5641,238395950,261401377500,6246150,STK
000490,KR7000490003,대동,KOSPI,,9870,2,-20,-0.2,9870,10070,9790,116566,1151167685,260495534460,26392658,STK
402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,20800,1,600,2.97,20650,20850,20300,27985,578252100,260363750400,12517488,KSQ
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,11750,1,720,6.53,11360,11900,11250,105106,1218679940,259200053250,22059579,KSQ
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,821,2,-1,-0.12,832,832,815,222294,182277490,259115461896,315609576,KSQ
001130,KR7001130004,대한제분,KOSPI,,153200,3,0,0.0,153100,153400,152100,1892,288767000,258908000000,1690000,STK
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,11060,1,310,2.88,10820,11140,10820,116727,1286360990,258001840320,23327472,KSQ
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2830,2,-30,-1.05,2855,2920,2790,150316,424446288,256986923000,90808100,KSQ
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,20750,1,1840,9.73,19160,20950,19050,275999,5611539385,256700117500,12371090,KSQ
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
025000,KR7025000001,KPX케미칼,KOSPI,,52900,0,0,0.0,0,0,0,0,0,256036000000,4840000,STK
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,12190,1,10,0.08,12240,12240,12000,20178,243860960,255990000000,21000000,KSQ
053210,KR7053210001,스카이라이프,KOSPI,,5380,2,-20,-0.37,5390,5400,5360,37617,202469255,255673497900,47522955,STK
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3155,1,25,0.8,3130,3255,3130,183867,588155380,255081750000,80850000,KSQ
037710,KR7037710001,광주신세계,KOSPI,,32000,2,-50,-0.16,32050,32250,31600,18047,575021950,254630080000,7957190,STK
318060,KR7318060001,그래피,KOSDAQ,기술성장기업부,22850,1,1150,5.3,21400,23300,21000,354995,7993174675,253812704450,11107777,KSQ
008490,KR7008490005,서흥,KOSPI,,21900,1,50,0.23,22000,22100,21800,18599,407445675,253363574700,11569113,STK
377460,KR7377460001,위니아에이드,KOSDAQ,관리종목(소속부없음),4080,0,0,0.0,0,0,0,0,0,253187202960,62055687,KSQ
226320,KR7226320000,잇츠한불,KOSPI,,11540,2,-40,-0.35,11590,11690,11540,14882,172747805,253064295100,21929315,STK
035510,KR7035510007,신세계 I&C,KOSPI,,18100,1,500,2.84,18180,18380,17790,311131,5620953665,253054290000,13980900,STK
092790,KR7092790005,넥스틸,KOSPI,,9720,1,270,2.86,9460,9770,9460,142551,1380047605,252739440000,26002000,STK
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,16030,1,170,1.07,15870,16290,15870,21418,344017930,252472500000,15750000,KSQ
051360,KR7051360006,토비스,KOSDAQ,우량기업부,15900,2,-200,-1.24,16100,16100,15880,41461,661473040,251650222200,15827058,KSQ
150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,251537720850,42997901,KSQ
372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,31300,1,600,1.95,31500,31550,30750,15498,483493375,249744202400,7979048,KSQ
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,우량기업부,14400,1,610,4.42,13930,14660,13930,72267,1041033410,249406560000,17319900,KSQ
007570,KR7007570005,일양약품,KOSPI,,13050,0,0,0.0,0,0,0,0,0,249067915200,19085664,STK
452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,6940,1,190,2.81,6780,7030,6760,292485,2026164040,248996790000,35878500,KSQ
004980,KR7004980009,성신양회,KOSPI,,10150,1,80,0.79,10200,10200,10000,37639,379895245,248838140950,24516073,STK
033920,KR7033920000,무학,KOSPI,,8720,1,40,0.46,8740,8750,8600,41122,357215120,248520000000,28500000,STK
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,24850,2,-150,-0.6,25000,25100,24650,6180,153767750,248500000000,10000000,KSQ
001630,KR7001630003,종근당홀딩스,KOSPI,,49400,1,250,0.51,50000,50000,49000,1904,93650950,247487133400,5009861,STK
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,10600,1,40,0.38,10650,10840,10500,113959,1216557440,246527857000,23257345,KSQ
007460,KR7007460009,에이프로젠,KOSPI,,743,2,-7,-0.93,750,777,737,2281445,1708987129,244673637290,329305030,STK
382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,27800,1,500,1.83,27750,28450,27650,72955,2044485075,243555800000,8761000,KSQ
237880,KR7237880000,클리오,KOSDAQ,우량기업부,13450,2,-40,-0.3,13460,13680,13450,49417,668123085,243059697850,18071353,KSQ
334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3125,1,5,0.16,3125,3210,3100,150503,471929560,242976990625,77752637,KSQ
011500,KR7011500006,한농화성,KOSPI,,15530,1,580,3.88,15100,15690,15100,71245,1103065060,242843262260,15637042,STK
001230,KR7001230002,동국홀딩스,KOSPI,,7630,2,-20,-0.26,7640,7670,7600,32629,248981200,242637685290,31800483,STK
001750,KR7001750009,한양증권,KOSPI,,19040,2,-100,-0.52,19150,19350,19030,24360,465462145,242351287360,12728534,STK
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,3855,2,-45,-1.15,3890,3950,3800,101587,391820053,241966395645,62766899,KSQ
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,9230,1,300,3.36,9100,9350,9070,805930,7432097635,241826230750,26200025,KSQ
469610,KR7469610000,이노테크,KOSDAQ,중견기업부,27200,2,-350,-1.27,27700,27950,27150,249814,6858712600,241451680000,8876900,KSQ
000430,KR7000430009,대원강업,KOSPI,,3890,2,-40,-1.02,3995,3995,3870,32586,127265224,241180000000,62000000,STK
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,8660,1,30,0.35,8670,8740,8460,536512,4620302075,241103614240,27841064,KSQ
051905,KR7051901007,LG생활건강우,KOSPI,,114800,1,500,0.44,114500,114900,113900,2027,232207200,241045215600,2099697,STK
058430,KR7058430000,포스코스틸리온,KOSPI,,40100,2,-100,-0.25,39500,40300,38750,23633,931284700,240600000000,6000000,STK
484810,KR7484810007,티엑스알로보틱스,KOSDAQ,중견기업부,15550,1,520,3.46,15100,16000,14920,256780,4011598780,240261728250,15450915,KSQ
039840,KR7039840004,디오,KOSDAQ,중견기업부,16640,2,-160,-0.95,16880,16880,16640,16906,282428900,239201447680,14375087,KSQ
003610,KR7003610003,방림,KOSPI,,5930,3,0,0.0,5990,5990,5880,66287,393075870,238398796940,40202158,STK
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,2825,1,45,1.62,2850,2855,2790,111673,314318902,238379892975,84382263,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,9420,1,400,4.43,9040,9480,9040,123357,1156357810,238243198200,25291210,KSQ
000480,KR7000480004,CR홀딩스,KOSPI,,5080,3,0,0.0,5080,5100,5060,10734,54479020,238203689200,46890490,STK
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,5090,1,80,1.6,5050,5110,5020,32698,165842630,237884422870,46735643,KSQ
000140,KR7000140004,하이트진로홀딩스,KOSPI,,10240,1,10,0.1,10230,10240,10090,23208,235446040,237637273600,23206765,STK
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,15900,1,80,0.51,15980,16110,15840,43378,692751390,237579580800,14942112,KSQ
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5430,1,460,9.26,5020,5570,5010,925657,4994709565,237250948320,43692624,KSQ
084670,KR7084670009,동양고속,KOSPI,,81900,2,-12800,-13.52,91500,94600,77100,1736041,145074264400,237147101100,2895569,STK
210980,KR7210980009,SK디앤디,KOSPI,,12720,1,10,0.08,12680,12730,12680,45724,581301070,236813099040,18617382,STK
037460,KR7037460003,삼지전자,KOSDAQ,벤처기업부,14510,1,330,2.33,14260,14790,14260,70644,1028571140,236781754220,16318522,KSQ
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,16930,1,910,5.68,16300,17100,16210,454609,7647445745,236523206080,13970656,KSQ
003070,KR7003070000,코오롱글로벌,KOSPI,,9300,2,-190,-2.0,9420,9450,9210,14836,138410860,236442818700,25423959,STK
332570,KR7332570001,PS일렉트로닉스,KOSDAQ,벤처기업부,5390,1,170,3.26,5300,5530,5230,1658956,8935040580,236026623140,43789726,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,11090,1,160,1.46,11000,11160,10920,395166,4322707830,235923181540,21273506,KSQ
461300,KR7461300006,아이스크림미디어,KOSDAQ,중견기업부,17740,1,110,0.62,17800,17880,17550,20012,354945780,235923071420,13298933,KSQ
487570,KR7487570004,HS효성,KOSPI,,63300,1,300,0.48,63400,64100,62500,7192,456274450,235851179100,3725927,STK
067390,KR7067390005,아스트,KOSDAQ,중견기업부,583,1,1,0.17,618,618,578,834954,489426872,235040868557,403157579,KSQ
950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),11820,2,-90,-0.76,11900,12090,11810,81493,970543275,234838176120,19867866,KSQ
028100,KR7028100006,동아지질,KOSPI,,17520,1,490,2.88,17190,17760,16970,47978,835040260,234584075040,13389502,STK
061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,4035,1,115,2.93,3920,4160,3920,330882,1341030608,234364929210,58083006,KSQ
007860,KR7007860000,서연,KOSPI,,9970,1,120,1.22,9900,10000,9840,50762,504116555,234094044680,23479844,STK
000390,KR7000390005,삼화페인트,KOSPI,,8600,2,-20,-0.23,8530,10140,8140,16651507,153278328885,233949833400,27203469,STK
208340,KR7208340000,파멥신,KOSDAQ,관리종목(소속부없음),2915,0,0,0.0,0,0,0,0,0,233786229820,80201108,KSQ
005950,KR7005950001,이수화학,KOSPI,,8880,1,120,1.37,8780,8930,8720,246395,2176679790,233492220720,26294169,STK
216080,KR7216080002,제테마,KOSDAQ,우량기업부,6470,1,620,10.6,5920,6560,5920,616565,3926429470,232968641460,36007518,KSQ
088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,3070,1,40,1.32,3045,3140,3000,190090,586344377,231804752380,75506434,KSQ
000540,KR7000540005,흥국화재,KOSPI,,3600,3,0,0.0,3595,3665,3595,19183,69385159,231273522000,64242645,STK
136490,KR7136490000,선진,KOSPI,,9720,2,-20,-0.21,9770,9840,9660,33451,325193735,231137750880,23779604,STK
041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,4640,1,135,3.0,4515,4670,4515,256055,1184469967,230726310720,49725498,KSQ
271980,KR7271980005,제일약품,KOSPI,,15690,2,-390,-2.43,16090,16090,15660,20690,325861570,230719441680,14704872,STK
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,21800,1,650,3.07,21300,21800,21200,34215,736331950,230553115800,10575831,KSQ
482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,21050,1,1340,6.8,20200,21100,20000,133359,2750049875,230374147000,10944140,KSQ
418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,7190,1,50,0.7,7230,7300,7090,82710,592413335,230207068870,32017673,KSQ
393890,KR7393890009,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,6800,1,20,0.29,6810,6860,6750,101609,692223190,230133379200,33843144,KSQ
005010,KR7005010004,휴스틸,KOSPI,,4095,1,65,1.61,4040,4100,4040,231461,946240543,230090167125,56188075,STK
084850,KR7084850007,아이티엠반도체,KOSDAQ GLOBAL,중견기업부,10130,2,-90,-0.88,10490,10490,10080,28109,285548490,229778121420,22682934,KSQ
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,8040,1,280,3.61,7860,8070,7790,234598,1871357480,229489675680,28543492,KSQ
439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,14000,1,280,2.04,13900,14140,13810,42175,592069085,229295640000,16378260,KSQ
308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,11210,1,310,2.84,10890,11360,10360,1587073,17255792470,229234411000,20449100,KSQ
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,17600,1,100,0.57,17600,17710,17510,29011,511393230,228683259200,12993367,KSQ
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,5300,1,20,0.38,5280,5350,5240,104860,556807960,227035135400,42836818,KSQ
102260,KR7102260007,동성케미컬,KOSPI,,4510,3,0,0.0,4535,4550,4475,125881,565302345,226297327410,50176791,STK
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,6600,1,10,0.15,6670,6880,6420,340998,2263892360,226215798600,34275121,KSQ
339770,KR7339770000,교촌에프앤비,KOSPI,,4520,1,45,1.01,4515,4535,4465,52227,235377435,225842161600,49965080,STK
003350,KR7003350006,한국화장품제조,KOSPI,,49800,1,700,1.43,49600,50000,49500,7595,377903975,225693600000,4532000,STK
264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,7420,1,1120,17.78,6390,8190,6290,22017601,165832187820,224786021040,30294612,KSQ
000520,KR7000520007,삼일제약,KOSPI,,10360,2,-1040,-9.12,11500,11700,10200,951622,10214959040,224727161960,21691811,STK
117580,KR7117580001,대성에너지,KOSPI,,8160,1,60,0.74,8120,8160,8110,23902,194477940,224400000000,27500000,STK
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,36000,1,650,1.84,36200,36900,35400,21929,798363275,223118280000,6197730,KSQ
256940,KR7256940008,킵스파마,KOSDAQ,벤처기업부,11100,2,-300,-2.63,11430,11690,10800,80412,893696910,222867431700,20078147,KSQ
039570,KR7039570007,HDC랩스,KOSPI,,8580,1,50,0.59,8540,8590,8490,10434,89071350,222716216580,25957601,STK
377450,KR7377450002,리파인,KOSDAQ,우량기업부,12830,2,-70,-0.54,12900,13080,12800,14437,186279330,222343900000,17330000,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,8940,1,360,4.2,8790,8940,8590,94189,828541755,222266190600,24861990,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,26300,1,4850,22.61,22200,27450,22200,1132439,29498302325,221793975300,8433231,KSQ
234080,KR7234080000,JW생명과학,KOSPI,,13950,2,-330,-2.31,14280,14350,13780,106834,1491636350,220892028300,15834554,STK
004430,KR7004430005,송원산업,KOSPI,,9190,1,10,0.11,9080,9200,9080,21058,192769310,220560000000,24000000,STK
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,4830,1,15,0.31,4815,4900,4805,91762,443600739,219960586020,45540494,KSQ
456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,20150,1,1600,8.63,20300,20950,19050,1497448,29636437145,219727790750,10904605,KSQ
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,16330,1,710,4.55,15620,16600,15580,502277,8175846475,219159639080,13420676,KSQ
003720,KR7003720000,삼영,KOSPI,,6440,1,170,2.71,6320,6480,6120,889439,5566584605,218960000000,34000000,STK
010580,KR7010580009,에스엠벡셀,KOSPI,,1967,1,2,0.1,1977,2000,1939,160454,316635244,218832211920,111251760,STK
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,14500,1,1140,8.53,14660,15210,13730,2616602,37705723600,218641280500,15078709,KSQ
044450,KR7044450005,KSS해운,KOSPI,,9460,2,-90,-0.94,9550,9590,9450,69985,665376315,218392424800,23085880,STK
002150,KR7002150001,도화엔지니어링,KOSPI,,6460,1,30,0.47,6510,6510,6400,26932,173607705,217831200000,33720000,STK
314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,6780,2,-310,-4.37,7090,7150,6650,1549573,10646871830,217701684540,32109393,KSQ
030210,KR7030210009,다올투자증권,KOSPI,,3570,1,25,0.71,3550,3600,3545,74671,266992812,217452648420,60911106,STK
322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,23200,1,700,3.11,23100,23400,22800,51502,1192834575,217303774400,9366542,KSQ
272550,KR7272550005,삼양패키징,KOSPI,,14420,1,140,0.98,14280,14490,14280,21244,306849210,217286414520,15068406,STK
244920,KR7244920005,에이플러스에셋,KOSPI,,9600,1,40,0.42,9340,9690,9340,110497,1058699505,217033852800,22607693,STK
086890,KR7086890001,이수앱지스,KOSDAQ,우량기업부,5430,2,-60,-1.09,5540,5540,5370,151027,823850850,216912242580,39947006,KSQ
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,12160,1,590,5.1,11620,12260,11620,75366,912214220,216570001280,17810033,KSQ
016580,KR7016580003,환인제약,KOSPI,,11630,1,20,0.17,11610,11680,11570,26706,310655650,216318814100,18600070,STK
057880,KR7057880007,푸른소나무,KOSDAQ,관리종목(소속부없음),8790,0,0,0.0,0,0,0,0,0,216061434720,24580368,KSQ
001780,KR7001780006,알루코,KOSPI,,2230,1,125,5.94,2170,2325,2150,5101879,11411037256,215931194360,96830132,STK
083930,KR7083930008,아바코,KOSDAQ,우량기업부,14710,1,310,2.15,14430,14790,14430,53132,780475830,215902332790,14677249,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6670,1,340,5.37,6410,6670,6370,139865,919428040,215879072260,32365678,KSQ
006060,KR7006060008,화승인더,KOSPI,,3900,1,30,0.78,3870,3930,3870,66838,260376005,215748000000,55320000,STK
241770,KR7241770007,메카로,KOSDAQ,우량기업부,21150,1,650,3.17,20600,21250,20600,21481,450289550,215574336000,10192640,KSQ
092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,17870,2,-220,-1.22,18100,18200,17800,43725,784449050,215219132000,12043600,KSQ
068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,7760,2,-110,-1.4,7900,7900,7700,52408,407396665,214760653920,27675342,KSQ
003650,KR7003650009,미창석유,KOSPI,,122500,2,-3300,-2.62,125800,125900,118200,3966,483019400,213109820000,1739672,STK
005680,KR7005680004,삼영전자,KOSPI,,10650,2,-100,-0.93,10660,10720,10620,23327,248406390,213000000000,20000000,STK
02826K,KR702826K016,삼성물산우B,KOSPI,,144900,2,-4900,-3.27,149900,151900,144200,32319,4720392800,212653791000,1467590,STK
115310,KR7115310005,인포바인,KOSDAQ,벤처기업부,66600,2,-900,-1.33,67500,67700,65900,2977,198084100,212646007800,3192883,KSQ
254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,14700,1,390,2.73,14500,14930,14500,38891,571743465,212238600000,14438000,KSQ
290690,KR7290690007,소룩스,KOSDAQ,중견기업부,4350,1,105,2.47,4250,4770,4125,3028369,13364130736,212080578600,48754156,KSQ
005430,KR7005430004,한국공항,KOSPI,,66900,1,2200,3.4,64700,67200,63700,14997,991234450,211829149500,3166355,STK
095570,KR7095570008,AJ네트웍스,KOSPI,,4675,1,35,0.75,4685,4695,4625,190654,890175592,211556648325,45252759,STK
048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,2400,3,0,0.0,2400,2455,2380,255294,612355591,211456711200,88106963,KSQ
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,7820,1,210,2.76,7820,7920,7610,1516264,11804653900,211140000000,27000000,KSQ
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,25200,2,-1300,-4.91,26500,26500,25050,7419,191168100,210830331600,8366283,KSQ
404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3655,1,5,0.14,3555,3680,3555,114125,417437247,210546486990,57605058,STK
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,9280,2,-50,-0.54,9330,9550,9110,27293,252850380,210308445440,22662548,KSQ
260970,KR7260970009,에스앤디,KOSDAQ,우량기업부,72700,2,-1700,-2.28,75100,75100,71800,52245,3802069300,210303215800,2892754,KSQ
464490,KR7464490002,쿼드메디슨,KOSDAQ,기술성장기업부,18540,2,-1310,-6.6,19820,20750,18350,1795567,34820205640,210270353220,11341443,KSQ
123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,17330,1,50,0.29,17240,17450,17220,21263,368952435,210098781950,12123415,KSQ
293480,KR7293480000,하나제약,KOSPI,,11820,1,30,0.25,11780,11920,11750,28663,339111960,210076221720,17772946,STK
054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,13870,1,760,5.8,13250,14030,13250,153895,2112190605,210050511710,15144233,KSQ
182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,13460,1,130,0.98,13350,13490,13240,20738,277873750,209300967540,15549849,KSQ
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,20700,1,700,3.5,20600,21050,20450,55651,1155577450,209288281500,10110545,KSQ
004380,KR7004380002,삼익THK,KOSPI,,9960,0,0,0.0,0,0,0,0,0,209160000000,21000000,STK
